	-.00005	  1.0000
      0.0000      1.0000
      0.0005      1.0000
      0.0010      1.0000
      0.0015      1.0000
      0.0020      1.0000
      0.0025      1.0000
      0.0030      1.0000
      0.0035      1.0000
      0.0040      1.0000
      0.0045      1.0000
      0.0050      1.0000
      0.0055      1.0000
      0.0060      1.0000
      0.0065      1.0000
      0.0070      1.0000
      0.0075      1.0000
      0.0080      1.0000
      0.0085      1.0000
      0.0090      1.0000
      0.0095      1.0000
      0.0100      1.0000
      0.0105      0.0000
      0.0110      0.0000
      0.0115      0.0000
      0.0120      0.0000
      0.0125      0.0000
      0.0130      0.0000
      0.0135      0.0000
      0.0140      0.0000
      0.0145      0.0000
      0.0150      0.0000
      0.0155      0.0000
      0.0160      0.0000
      0.0165      0.0000
      0.0170      0.0000
      0.0175      0.0000
      0.0180      0.0000
      0.0185      0.0000
      0.0190      0.0000
      0.0195      0.0000
      0.0200      0.0000
      0.0205      0.0000
      0.0210      0.0000
      0.0215      0.0000
      0.0220      0.0000
      0.0225      0.0000
      0.0230      0.0000
      0.0235      0.0000
      0.0240      0.0000
      0.0245      0.0000
      0.0250      0.0000
      0.0255      0.0000
      0.0260      0.0000
      0.0265      0.0000
      0.0270      0.0000
      0.0275      0.0000
      0.0280      0.0000
      0.0285      0.0000
      0.0290      0.0000
      0.0295      0.0000
      0.0300      0.0000
      0.0305      0.0000
      0.0310      0.0000
      0.0315      0.0000
      0.0320      0.0000
      0.0325      0.0000
      0.0330      0.0000
      0.0335      0.0000
      0.0340      0.0000
      0.0345      0.0000
      0.0350      0.0000
      0.0355      0.0000
      0.0360      0.0000
      0.0365      0.0000
      0.0370      0.0000
      0.0375      0.0000
      0.0380      0.0000
      0.0385      0.0000
      0.0390      0.0000
      0.0395      0.0000
      0.0400      0.0000
      0.0405      0.0000
      0.0410      0.0000
      0.0415      0.0000
      0.0420      0.0000
